ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,n_pix,ra,dec,re_arcsec,r_fwhm_arcsec,r_10_arcsec,r_90_arcsec,A_arcsec,B_arcsec,axis_ratio,mag,mu,lsb,ID_known,class,example_id,associated_lsb_ra,associated_lsb_dec
4115,1554.1627,552.3291,4.0882807,1.1420649,-1.0151849,68.602295,5.9637966,1.1593542,1.3451431,0.97720504,1.9544101,0.5641896,3.3377905,51,138.48125046569461,34.85609943139134,1.4522709195093109,0.7261354523239175,0.4192345041450565,2.480224635845078,3.037894232843542,0.8486384932529305,0.27935090171279087,25.40915338824172,26.82964146920449,0,,0.0,227.250.4115,138.4849406674749,34.834816685342055
10146,2303.625,1482.0184,7.6458373,5.6896644,-1.5004063,1812.5063,11.638218,1.386424,2.085738,4.259538,7.3127327,2.6462836,13.098436,869,138.29211252792012,35.047729909678864,5.433899999981993,3.1651510437573216,1.9663839831028347,9.733104476820836,5.681421297449081,4.2278404874634,0.7441519060312727,21.854301188029687,27.20388807513322,1.0,091310+350252,1.0,227.250.10146,,
9585,2353.2234,1384.8069,2.7405186,2.3335302,0.73836935,845.6127,43.277493,2.0940883,4.724093,1.3819766,2.5854416,0.7978846,5.232079,179,138.27967596780113,35.02763687437667,1.9211738875938185,1.0269105893498764,0.5928871334139743,3.8878207702034264,2.0364075416691563,1.7339851289433812,0.8514921956742056,22.682071257787225,25.920230994628756,0,,0.0,227.250.9585,138.29211252792012,35.047729909678864
9268,2228.0203,1332.9637,2.3109047,1.7901828,1.0365857,1011.7938,64.37564,3.6143463,8.431615,1.1283792,2.2567585,0.5641896,4.068429,120,138.31126694621634,35.01700399937447,1.676938090887605,0.838469008290113,0.4192345041450565,3.0231429548938302,1.7171727129159782,1.3302379173366699,0.7746675144154581,22.48726996539739,25.327518155999083,0,,0.0,227.250.9268,138.29211252792012,35.047729909678864
8780,2330.4976,1255.5656,4.6171303,1.5083454,-0.86959267,10116.262,642.08344,2.0827403,20.603384,1.1283792,2.3936536,0.5641896,5.8360224,491,138.2854930667588,35.00097350085757,1.7786612516271647,0.838469008290113,0.4192345041450565,4.336595281166903,3.430868509262872,1.120811932457594,0.32668460753641715,19.987449828587767,22.01811241089034,0,,0.0,227.250.8780,138.29211252792012,35.047729909678864
10256,2110.9521,1464.8845,5.4387655,4.515306,0.056019466,12135.511,778.2814,2.4625478,9.858254,0.5641896,3.7846987,0.7978846,11.861406,1231,138.3406991522744,35.04428960606416,2.8123104056383528,0.4192345041450565,0.5928871334139743,8.813899906827773,4.041404091024968,3.355205540784868,0.8302078844914347,19.789854829375066,23.828012913834574,0,,0.0,227.250.10256,138.29211252792012,35.047729909678864
8628,2359.9182,1228.5973,3.35459,1.7874624,-1.5623766,79.77207,3.0183096,0.9951814,1.0636276,2.5231326,2.3936536,0.7978846,3.867889,75,138.27809877537854,34.995390270218564,1.7786612516271647,1.874873702835407,0.5928871334139743,2.8741269371202844,2.4927079039740634,1.3282164593993449,0.5328407942550356,25.245372845811705,27.807207415046975,0,,0.0,227.250.8628,138.29211252792012,35.047729909678864
14735,1692.9712,2179.0974,5.380949,4.2636337,1.2697763,3551.402,837.8727,1.5087905,4.697622,0.5641896,2.3936536,0.0,10.217908,756,138.4458761280105,35.19185111865028,1.7786612516271647,0.4192345041450565,0.0,7.592659619709059,3.998442165266495,3.1681944510775324,0.7923572031624905,21.124000412670192,24.116643840338455,1.0,MATLAS-484,0.0,227.250.14735,,
14361,1735.3374,2127.665,2.5406206,2.0819573,-0.07439615,3634.4546,250.08447,3.7614572,15.801976,1.2615663,2.3936536,0.5641896,5.0777063,230,138.43519163039392,35.18122479987106,1.7786612516271647,0.9374368514177035,0.4192345041450565,3.7731104629981296,1.8878685772685564,1.547047900770735,0.819468007147545,21.09890187946897,24.128072788590263,0,,0.0,227.250.14361,138.4458761280105,35.19185111865028
15449,1655.264,2291.4666,2.8273463,2.203312,0.20374435,652.4896,49.807663,2.4370592,4.2096105,0.7978846,2.6462836,0.5641896,5.108954,155,138.45537073025767,35.215053244751815,1.9663839831028347,0.5928871334139743,0.4192345041450565,3.7963298098545293,2.1009269297535087,1.6372233975898398,0.7792862161950236,22.96356601533285,26.1560248239946,0,,0.0,227.250.15449,138.4458761280105,35.19185111865028
13963,1759.4689,2079.6797,2.1870868,1.614392,-1.1764137,1551.6692,111.85179,2.0287795,8.620384,1.2615663,1.9544101,0.5641896,4.513517,180,138.4291131442244,35.17131400271602,1.4522709195093109,0.9374368514177035,0.4192345041450565,3.35387618177521,1.6251668767382426,1.1996123813975765,0.7381472011078848,22.02300215087666,24.49847248131982,0,,0.0,227.250.13963,138.4458761280105,35.19185111865028
14290,1583.0511,2120.35,6.6778555,3.724308,-0.76792306,20719.455,1926.15,1.8388491,11.562196,0.7978846,2.931615,0.5641896,12.166104,1792,138.4736512662393,35.17974764566533,2.178406267802898,0.5928871334139743,0.4192345041450565,9.040313004382195,4.962139393024683,2.7674356593305993,0.5577101810603718,19.209054180908414,22.2606446838078,0,,0.0,227.250.14290,138.4458761280105,35.19185111865028
14449,1848.0623,2135.559,4.478364,2.8166337,-0.8908895,1413.9656,139.20895,1.326879,3.73078,0.5641896,2.5854416,0.5641896,7.69452,379,138.40672136159736,35.182822128734166,1.9211738875938185,0.4192345041450565,0.4192345041450565,5.717596135827779,3.3277549088481457,2.0929666774746574,0.6289425558083265,22.123902890619206,25.03313840085355,0,,0.0,227.250.14449,138.4458761280105,35.19185111865028
15143,917.9838,2236.3787,3.2797458,2.5838227,0.17277867,264.9355,8.018104,1.0903606,1.6253711,2.3936536,2.931615,0.97720504,5.3820257,163,138.64162791479865,35.203697162580056,2.178406267802898,1.7786612516271647,0.7261354523239175,3.9992422328157957,2.4370931406478102,1.9199709254357773,0.7878118785913224,23.942149611418763,27.36877499466199,1.0,MATLAS-489,1.0,227.250.15143,,
14433,872.6583,2124.422,4.5587945,1.2942798,-1.1464026,2772.804,114.20799,2.925047,11.317567,1.8712052,2.6462836,0.7978846,5.322554,245,138.65305054831296,35.18058012210154,1.9663839831028347,1.3904435391500505,0.5928871334139743,3.9550503713207177,3.387520705285441,0.9617453958349514,0.28390834462926545,21.39270207030964,23.488863786137337,0,,0.0,227.250.14433,138.64162791479865,35.203697162580056
16014,808.6696,2370.0796,3.979622,1.5769161,-1.0501738,106.302826,8.28993,1.6615785,2.1260564,1.1283792,1.9544101,0.5641896,3.3851376,50,138.66927915642566,35.2312716940977,1.4522709195093109,0.838469008290113,0.4192345041450565,2.5154070248703393,2.9571528008576515,1.1717650223645675,0.3962477089532624,24.93363797463033,26.733667772228106,0,,0.0,227.250.16014,138.64162791479865,35.203697162580056
16017,1037.516,2383.4905,2.703465,1.8567954,-1.0246925,256.63455,27.583431,1.303941,2.5922682,0.5641896,1.9544101,0.0,4.1073623,99,138.61145305455454,35.23407899483571,1.4522709195093109,0.4192345041450565,0.0,3.0520732696678543,2.0088739826975104,1.3797359944561578,0.686820580255339,23.976712190398906,26.37393332776701,0,,0.0,227.250.16017,138.64162791479865,35.203697162580056
14050,790.27545,2083.259,2.9536421,1.6392523,-1.0090253,2242.1416,192.80904,1.6936774,10.099737,0.97720504,2.111004,0.5641896,4.6180906,222,138.67384311189073,35.17206574423725,1.5686317422161464,0.7261354523239175,0.4192345041450565,3.4315820830230592,2.194774028474583,1.2180854187300572,0.5549935450879441,21.62334240870505,23.956541915427113,0,,0.0,227.250.14050,138.64162791479865,35.203697162580056
16520,881.1861,2460.7866,2.7910583,1.6115427,-0.6928292,263.8977,18.19401,1.8219074,3.2579963,1.3819766,2.0342145,0.5641896,4.0291195,81,138.65097610585497,35.25000951721323,1.5115714774469151,1.0269105893498764,0.4192345041450565,2.9939330957601453,2.073962268075208,1.1974951412487673,0.5773948541311372,23.94641098714087,26.24211138354058,0,,0.0,227.250.16520,138.64162791479865,35.203697162580056
1505,1903.3914,255.9759,6.6794624,5.2245474,0.55466086,1149.4705,36.964924,1.6710757,2.5374625,1.1283792,4.9507437,0.97720504,9.788323,453,171.6091982587417,38.79482613769473,3.678767882674127,0.838469008290113,0.7261354523239175,7.273446265788402,4.963333438297249,3.882224235649406,0.7821808234147705,22.34875542495286,26.905409948457034,1.0,MATLAS-1042,1.0,267.258.1505,,
1556,1894.8713,264.58453,2.4394531,1.4896045,0.8567557,1509.1864,100.79203,6.926002,14.795945,1.3819766,2.0342145,0.5641896,4.1073623,102,171.61145035073537,38.79660631833462,1.5115714774469151,1.0269105893498764,0.4192345041450565,3.0520732696678543,1.8126936596555856,1.10688606087341,0.6106305138639475,22.053142792721413,24.409607173202986,0,,0.0,267.258.1556,171.6091982587417,38.79482613769473
1585,1856.6552,266.8043,3.6837883,1.7309605,0.75971025,91.07248,5.46593,1.3327194,1.4455949,0.7978846,2.3936536,0.7978846,3.7846987,63,171.62157031809545,38.79707880191939,1.7786612516271647,0.5928871334139743,0.5928871334139743,2.8123104056383528,2.737326532296697,1.2862313784447268,0.4698859866621543,25.10153209241209,27.52685422746505,0,,0.0,267.258.1585,171.6091982587417,38.79482613769473
1936,1945.1796,324.57294,3.9691315,2.6623912,-0.15996674,222.9382,11.401629,1.2674422,2.3467178,1.9544101,1.9544101,0.5641896,4.29674,95,171.5980947476549,38.80896810967344,1.4522709195093109,1.4522709195093109,0.4192345041450565,3.192794874879349,2.949357585267478,1.9783531184767709,0.6707742487241857,24.12953877420326,26.501092615101246,0,,0.0,267.258.1936,171.6091982587417,38.79482613769473
1923,1854.4662,318.09448,3.4115934,2.3933845,-0.18115869,135.50748,8.809457,1.2638721,1.6525302,1.3819766,2.2567585,0.5641896,4.0291195,82,171.62212613559265,38.80766620231872,1.676938090887605,1.0269105893498764,0.4192345041450565,2.9939330957601453,2.5350656364341835,1.7784612904703736,0.701544474789991,24.670091827784567,27.402689679150225,0,,0.0,267.258.1923,171.6091982587417,38.79482613769473
1015,1944.0525,173.69608,2.4154685,1.7803371,0.14702488,162.12384,15.256248,1.8171291,2.533185,1.1283792,1.9544101,0.5641896,3.6996386,64,171.59847403318508,38.77782674449344,1.4522709195093109,0.838469008290113,0.4192345041450565,2.74910447478456,1.7948713320406886,1.3229218357260535,0.7370566413927567,24.475382795710697,26.949247842398826,0,,0.0,267.258.1015,171.6091982587417,38.79482613769473
3664,2479.3755,635.5471,3.5457585,2.4494634,0.5161909,232.40451,4.616243,1.3079189,1.6719749,3.4318314,3.2410223,1.2615663,5.5279064,139,171.45630231136568,38.87284693519381,2.4083187227548515,2.550103963788831,0.9374368514177035,4.107642357399506,2.6347602057280377,1.8201320512119759,0.6908150682004993,24.084388620898885,27.586237617317394,1.0,MATLAS-1035,1.0,267.258.3664,,
3884,2485.528,683.55115,2.8519475,2.2981389,-1.2585096,1115.2297,87.44638,1.7311261,4.912906,1.1283792,2.0342145,0.5641896,5.808687,227,171.45462536703434,38.8827506670488,1.5115714774469151,0.838469008290113,0.4192345041450565,4.316283061897695,2.1192074366670948,1.7076867815322467,0.8058138868264582,22.38158918317982,25.03919417559428,0,,0.0,267.258.3884,171.45630231136568,38.87284693519381
3413,2404.396,590.1295,2.4012675,1.6233357,-0.76953673,891.5734,53.136475,3.0699048,7.6202855,1.5957692,2.185097,0.5641896,4.1073623,117,171.47622110208584,38.86352609533114,1.6236883085116254,1.1857742668279485,0.4192345041450565,3.0520732696678543,1.784318941154072,1.2062582104499413,0.6760328451536533,22.62460724282345,25.246914733957695,0,,0.0,267.258.3413,171.45630231136568,38.87284693519381
2565,2491.433,435.87277,3.125755,1.7906045,0.19613728,658.841,30.81927,1.7542493,4.16988,1.9544101,2.3262134,0.7978846,5.140012,158,171.4532970351659,38.83162430229837,1.7285482066393743,1.4522709195093109,0.5928871334139743,3.8194081956130352,2.322666613322775,1.3305512715537593,0.5728550382227654,22.953048455754395,25.531442459456873,0,,0.0,267.258.2565,171.45630231136568,38.87284693519381
2934,2357.1755,499.25342,2.6547863,1.5992956,0.41055948,2040.4585,138.37193,2.3591645,10.683029,1.4927053,2.0342145,0.5641896,4.478116,191,171.48881609635055,38.844800800752274,1.5115714774469151,1.1091901840803122,0.4192345041450565,3.327570626548316,1.9727021166139702,1.1883946422397198,0.6024197126525778,21.725680584319743,24.06744664465058,0,,0.0,267.258.2934,171.45630231136568,38.87284693519381
2532,2390.8525,427.17416,3.3171582,2.113271,-1.4306198,178.32542,13.514232,1.2199498,1.9383198,1.1283792,2.0342145,0.5641896,3.9894228,92,171.479954739479,38.82990061270167,1.5115714774469151,0.838469008290113,0.4192345041450565,2.964435518455113,2.4648933144951775,1.570316290497251,0.6370727208608863,24.371966861090748,26.774457507916058,0,,0.0,267.258.2532,171.45630231136568,38.87284693519381
5304,1344.9564,912.42456,20.34961,8.449787,-0.102808736,49635.43,301.40955,2.1264625,7.033503,3.3851376,10.217908,2.5854416,30.819422,7057,171.75704063293327,38.93044755698136,7.592659619709059,2.5154070248703393,1.9211738875938185,22.901104699922236,15.121261820308781,6.278815247704575,0.4152309061451301,18.26052052850678,23.703089042101286,1.0,112701+385549,1.0,267.258.5304,,
4980,1310.9573,878.9386,2.699716,1.6327971,1.4978454,2863.445,224.54962,5.1584086,17.785374,1.2615663,2.0342145,0.5641896,4.720349,161,171.76606349407882,38.92353735683203,1.5115714774469151,0.9374368514177035,0.4192345041450565,3.5075676198331434,2.0060881990601658,1.2132887288032006,0.6048032830119909,21.35777788559865,23.703831359287236,0,,0.0,267.258.4980,171.75704063293327,38.93044755698136
4469,1334.0446,785.93036,2.406626,1.9535437,-0.4741101,123.56596,8.777078,1.5123299,1.9010148,1.2615663,2.111004,0.5641896,3.6563663,65,171.75994423150397,38.90433861426183,1.5686317422161464,0.9374368514177035,0.4192345041450565,2.716949962837307,1.7883007020558352,1.4516271203779705,0.8117354753085855,24.770252880970826,27.516268873512637,0,,0.0,267.258.4469,171.75704063293327,38.93044755698136
4730,1251.6014,827.33655,3.3685741,1.9342632,-0.5728687,101.619156,11.6847515,0.9353942,1.3028097,0.97720504,2.0342145,0.0,3.7846987,78,171.781811446975,38.912887368299096,1.5115714774469151,0.7261354523239175,0.0,2.8123104056383528,2.503099122155708,1.437300286176899,0.5742082978076688,24.982561041131344,27.272252825287964,0,,0.0,267.258.4730,171.75704063293327,38.93044755698136
4813,1468.6547,844.56903,2.5423138,1.7154073,0.098895445,478.8833,34.289795,1.6042464,4.275744,1.3819766,1.9544101,0.5641896,4.0291195,112,171.724230242365,38.91642987387531,1.4522709195093109,1.0269105893498764,0.4192345041450565,2.9939330957601453,1.8891267498091677,1.2746742031797649,0.6747425514505724,23.299425769391327,25.677383904064303,0,,0.0,267.258.4813,171.75704063293327,38.93044755698136
6115,1393.6826,1091.746,4.2246013,2.6733434,-0.75257385,274.3862,23.277485,1.0918145,2.002819,1.2615663,2.0342145,0.5641896,4.9507437,137,171.74409168196127,38.96745763586729,1.5115714774469151,0.9374368514177035,0.4192345041450565,3.678767882674127,3.1391904976909553,1.986491411235619,0.6328037157021185,23.90409433713771,26.29928501242803,0,,0.0,267.258.6115,171.75704063293327,38.93044755698136
5515,2247.3582,986.7335,2.343694,1.6565512,1.5156406,56.59583,2.317402,0.98653585,1.0678458,2.705758,2.185097,0.7978846,3.4778981,53,171.51754328017137,38.94548906655811,1.6236883085116254,2.010577850897145,0.5928871334139743,2.5843349211338427,1.7415375823264805,1.2309397779095863,0.7068120667629818,25.618038916495124,28.288686803880122,1.0,MATLAS-1038,1.0,267.258.5515,,
5120,2292.3909,912.1566,8.950255,2.425467,0.04314381,4751.1104,59.128273,3.9257848,7.638441,2.931615,5.201571,1.5957692,9.997465,622,171.5056522158416,38.93006827411798,3.8651510750292206,2.178406267802898,1.1857742668279485,7.428854204300394,6.6506999010559795,1.8023009553263614,0.2709941783781579,20.808012194761424,24.32111914772317,0,,0.0,267.258.5120,171.51754328017137,38.94548906655811
5738,2155.8796,1020.90094,2.786392,1.6830022,1.1932907,84.97233,9.137923,1.049865,1.3072666,0.7978846,2.0342145,0.0,3.6563663,65,171.5417968896886,38.952593829879255,1.5115714774469151,0.5928871334139743,0.0,2.716949962837307,2.070494862850631,1.2505948227192405,0.6040076916672169,25.176806182322228,27.52143047895992,0,,0.0,267.258.5738,171.51754328017137,38.94548906655811
5676,2136.1184,1003.1219,2.7945588,1.9826735,-0.83181757,751.088,26.221577,2.865584,4.909072,2.111004,2.705758,0.97720504,5.170883,153,171.54705406153104,38.9489347537991,2.010577850897145,1.5686317422161464,0.7261354523239175,3.8423476265728795,2.0765633978758276,1.4732727112553008,0.7094763939123414,22.81077294152603,25.949596967798474,0,,0.0,267.258.5676,171.51754328017137,38.94548906655811
5874,2101.7847,1039.8062,2.3796422,1.8651526,1.0929123,633.93677,48.036983,1.9371011,5.5124936,1.3819766,1.9544101,0.5641896,3.7846987,115,171.55614217622156,38.95652461820912,1.4522709195093109,1.0269105893498764,0.4192345041450565,2.8123104056383528,1.768249747531063,1.3859460107309014,0.7837953957952166,22.994885143188107,25.535504800267766,0,,0.0,267.258.5874,171.51754328017137,38.94548906655811
6646,2162.8682,1192.9198,2.9237387,1.3508563,1.3431184,1920.9727,129.05325,1.9409747,10.005066,1.3819766,2.0342145,0.5641896,4.4424334,192,171.53982034109654,38.98809598549892,1.5115714774469151,1.0269105893498764,0.4192345041450565,3.3010558217422608,2.17255359571359,1.0037859100942763,0.4620304475225505,21.791197017730724,23.844891632140005,0,,0.0,267.258.6646,171.51754328017137,38.94548906655811
5741,1521.1448,1023.57135,5.8102875,2.867658,0.2778028,631.9069,13.358484,1.286867,2.0450063,2.111004,4.184142,1.2615663,7.776817,309,171.7102677495342,38.95336981743639,3.109126252313947,1.5686317422161464,0.9374368514177035,5.778748879493429,4.317472351498007,2.1308814974391668,0.49354838293285835,22.99836725601334,26.689758060050323,1.0,MATLAS-1051,1.0,267.258.5741,,
5766,1561.4156,1038.0918,4.896404,4.1634574,-1.3156458,962.1367,77.30171,1.1657867,2.3815265,0.97720504,3.0382538,0.5641896,8.234076,404,171.6995754095936,38.9563599029578,2.2576467650411027,0.7261354523239175,0.4192345041450565,6.118526057468465,3.6383894758674593,3.093756068204849,0.8503092065115542,22.54190804797724,26.129004895543602,0,,0.0,267.258.5766,171.7102677495342,38.95336981743639
5848,1480.5383,1047.1864,5.1381664,2.6745636,0.32742545,189.40714,15.616306,0.9557743,1.4134861,0.97720504,2.2567585,0.5641896,4.7873073,134,171.7210414667152,38.958250318147705,1.676938090887605,0.7261354523239175,0.4192345041450565,3.5573225775617088,3.818036778626884,1.9873981098737326,0.5205288018698654,24.30650913402677,26.715080876139908,0,,0.0,267.258.5848,171.7102677495342,38.95336981743639
5404,1504.0135,965.8984,3.6521494,2.363419,-0.79494464,133.87016,8.459703,0.9742843,1.5041591,1.3819766,2.111004,0.5641896,3.9894228,89,171.71482616991796,38.941468308184,1.5686317422161464,1.0269105893498764,0.4192345041450565,2.964435518455113,2.7138164949737917,1.7561947128270448,0.6471309744338498,24.68329054386969,27.1832506892234,0,,0.0,267.258.5404,171.7102677495342,38.95336981743639
6152,1412.6305,1111.309,3.4993982,2.2888625,-1.5272276,148.28683,12.7920685,1.1389482,1.7044464,1.2615663,2.0342145,0.5641896,4.068429,87,171.7390589771128,38.9714938678502,1.5115714774469151,0.9374368514177035,0.4192345041450565,3.0231429548938302,2.6003110819183894,1.7007937318300699,0.6540731774966335,24.572243547114027,27.003327520350222,0,,0.0,267.258.6152,171.7102677495342,38.95336981743639
6638,1389.08,1178.086,6.1067014,2.8951423,1.3952072,186.00797,9.261492,1.042546,1.2740271,1.1283792,3.3377905,0.7978846,5.7258987,146,171.7453042268893,38.98527940845324,2.480224635845078,0.838469008290113,0.5928871334139743,4.254765246079197,4.5377297514717085,2.151304360395651,0.47409265827210734,24.326171117239284,27.48315895881138,0,,0.0,267.258.6638,171.7102677495342,38.95336981743639
6403,2130.0383,1139.9923,3.1985781,2.4948764,-0.28829417,160.16557,3.099128,1.3212306,1.3021592,3.9088202,3.4778981,1.3819766,5.322554,123,171.54857444888992,38.977189070977346,2.5843349211338427,2.9045418390186217,1.0269105893498764,3.9550503713207177,2.3767795502127957,1.8538772612207024,0.7799954611081716,24.488577090886274,28.275425941720258,1.0,MATLAS-1039,1.0,267.258.6403,,
7332,2171.2,1297.2362,4.4151564,3.3760421,-0.7076473,2884.3726,120.35142,1.7028954,7.104366,1.8712052,2.4592454,0.7978846,6.9557962,406,171.53753332071875,39.009623070840114,1.8274007990221923,1.3904435391500505,0.5928871334139743,5.168669842267685,3.2807869979823674,2.5086483972167075,0.7646483599086095,21.34987159664317,24.362569734095413,0,,0.0,267.258.7332,171.54857444888992,38.977189070977346
7725,2186.2854,1386.7051,2.638709,1.6560638,-0.29763716,439.83932,31.698969,1.9246103,3.8246899,1.2615663,2.111004,0.5641896,4.5486417,115,171.53346118169398,39.02808167024427,1.5686317422161464,0.9374368514177035,0.4192345041450565,3.3799764257140277,1.96075549637586,1.230577603744518,0.6276038017075776,23.391764872319154,25.858458463082663,0,,0.0,267.258.7725,171.54857444888992,38.977189070977346
7431,2022.2386,1367.4774,17.727695,14.844713,0.91570896,30726.912,52.643555,2.3417506,4.691848,6.432751,16.641201,5.108954,34.45254,6549,171.57706018716124,39.0241974493256,12.3656402911596,4.780008663352916,3.7963298098545293,25.600779460375954,13.172985505156065,11.03071714496452,0.8373741199857059,18.78120270843382,26.044459271085827,0,,1.0,267.258.7431,171.54857444888992,38.977189070977346
5200,1927.4244,916.5696,2.7015529,2.0105734,0.43373147,1604.4854,101.42583,3.6433606,9.783447,1.2615663,2.3936536,0.5641896,4.753946,164,171.60248790386794,38.931167794816275,1.7786612516271647,0.9374368514177035,0.4192345041450565,3.5325326699435347,2.0074531513043476,1.4940043956787583,0.7442287730142172,21.986660576022757,24.911267619015373,0,,0.0,267.258.5200,171.54857444888992,38.977189070977346
4092,1996.8763,726.8661,3.2319713,2.333508,-0.59544116,1751.5271,121.092606,2.2205842,6.609536,1.2615663,2.185097,0.5641896,5.944106,265,171.58416922186302,38.89198180592115,1.6236883085116254,0.9374368514177035,0.4192345041450565,4.416909371416374,2.401593161884859,1.7339686327052513,0.7220076490159427,21.891457846994168,24.585200342717133,0,,0.0,267.258.4092,171.54857444888992,38.977189070977346
7568,2478.7327,1339.4707,4.4173174,3.3015878,-0.47652507,351.37476,5.1725626,1.1654438,1.597158,3.82652,3.949327,1.4927053,6.770275,220,171.45580325999723,39.01814128204265,2.9346413804006377,2.843386717516845,1.1091901840803122,5.03081390112592,3.2823927804417705,2.4533233583610334,0.7474191915663566,23.635573595052943,27.652134074950155,1.0,MATLAS-1034,1.0,267.258.7568,,
9995,2082.1511,1792.7396,1.9114367,1.5425758,-0.90315,640.6592,36.29149,2.7220788,6.2809725,1.7841241,2.111004,0.5641896,3.867889,102,171.560867279628,39.111945774998745,1.5686317422161464,1.3257358561674042,0.4192345041450565,2.8741269371202844,1.4203385123177796,1.1462476455063402,0.8070242660926202,22.983432332282984,25.723128492763887,0,,0.0,267.258.9995,171.45580325999723,39.01814128204265
11189,2366.178,2036.8812,3.197798,0.93008685,1.4094971,1747.8528,134.41115,2.7244422,10.103195,1.1283792,1.9544101,0.5641896,4.583498,173,171.4850996586909,39.16217054432135,1.4522709195093109,0.838469008290113,0.4192345041450565,3.4058772286477064,2.376199878349501,0.6911231603198421,0.2908522833524819,21.8937378635212,23.35803194460903,0,,0.0,267.258.11189,171.45580325999723,39.01814128204265
10940,2204.789,1967.5743,2.4267085,1.1313533,-1.1497792,740.49207,52.11997,2.9050348,7.052305,1.3819766,2.0342145,0.5641896,3.82652,105,171.52811369296666,39.14796646710464,1.5115714774469151,1.0269105893498764,0.4192345041450565,2.843386717516845,1.8032234814361945,0.8406789840478686,0.466208982249001,22.826198970046946,24.889668685437478,0,,0.0,267.258.10940,171.45580325999723,39.01814128204265
8213,1862.693,1468.6738,2.2224674,2.1762638,0.49791628,213.9433,12.285194,1.5214863,2.2759926,1.6925688,2.185097,0.5641896,4.29674,94,171.61940140732878,39.04515188649803,1.6236883085116254,1.2577035124351696,0.4192345041450565,3.192794874879349,1.651457273259828,1.6171245891130153,0.979210673686372,24.17425327410215,27.198831620364547,0,,0.0,267.258.8213,171.45580325999723,39.01814128204265
3279,2224.079,572.8618,3.549409,2.5299258,-1.3331715,85.2042,6.470497,1.036387,1.2909727,1.1283792,2.0342145,0.5641896,3.6563663,66,171.524033060489,38.86007699351712,1.5115714774469151,0.838469008290113,0.4192345041450565,2.716949962837307,2.6374727965971028,1.8799215517031604,0.7127738167114582,25.17384749219514,27.698244960489983,0,,0.0,267.258.3279,171.45580325999723,39.01814128204265
13866,1192.31,2481.032,13.987567,7.3239555,-0.25322813,7885.842,26.745815,2.0995402,3.5173247,5.0777063,10.5851345,3.7846987,20.768002,2242,171.7976131254297,39.25422290746521,7.8655360067187186,3.7731104629981296,2.8123104056383528,15.432157949302045,10.393794418473428,5.442239368508316,0.5236046769248719,20.257879821649112,26.02890491362533,1.0,MATLAS-1056,1.0,267.258.13866,,
13322,1259.1315,2385.4995,4.7400775,2.880753,-0.8095112,133.81973,7.74496,1.082391,1.2506517,0.7978846,2.5854416,0.7978846,4.513517,107,171.7798021137305,39.234505422107524,1.9211738875938185,0.5928871334139743,0.5928871334139743,3.35387618177521,3.522227351091972,2.140612048714446,0.6077438607280155,24.683699626763733,27.55570913511151,0,,0.0,267.258.13322,171.7976131254297,39.25422290746521
13807,1310.854,2493.054,2.6792192,2.1106784,0.46617782,309.22247,18.875925,1.4828324,3.0315928,1.5957692,2.111004,0.5641896,4.184142,102,171.76601381518634,39.25670415270144,1.5686317422161464,1.1857742668279485,0.4192345041450565,3.109126252313947,1.9908575642087607,1.5683897973902412,0.787796086262744,23.774322387770116,26.487836611688824,0,,0.0,267.258.13807,171.7976131254297,39.25422290746521
13107,1302.3807,2368.1208,3.6019783,1.8177571,-0.7494236,276.31372,17.914131,1.1503246,2.6067333,1.6925688,1.9544101,0.5641896,4.222008,106,171.7682776786024,39.230917530503234,1.4522709195093109,1.2577035124351696,0.4192345041450565,3.137263484432293,2.6765356655665995,1.350727656934222,0.5046552057240323,23.896493875544788,25.95909365647121,0,,0.0,267.258.13107,171.7976131254297,39.25422290746521
12929,1294.2822,2340.2065,3.542724,2.4818795,-1.2668647,114.31306,11.834901,1.1861414,1.465552,0.7978846,2.0342145,0.0,3.6996386,78,171.7704366546204,39.22515608908494,1.5115714774469151,0.5928871334139743,0.0,2.74910447478456,2.6325053483133884,1.844219605484186,0.7005568314099545,24.854760374101,27.36038692893316,0,,0.0,267.258.12929,171.7976131254297,39.25422290746521
13835,1029.1136,2496.3801,2.1659174,1.6807431,-0.0899183,959.4552,61.537483,2.004138,8.343089,1.5957692,2.0342145,0.5641896,3.6996386,115,171.8411168881012,39.25737708448924,1.5115714774469151,1.1857742668279485,0.4192345041450565,2.74910447478456,1.6094364504559284,1.2489161447210744,0.7759959359484345,22.544938247597518,25.161604988345,0,,0.0,267.258.13835,171.7976131254297,39.25422290746521
5560,2371.539,1000.06866,3.089116,1.8778858,1.2194701,873.84406,313.41083,1.1035764,4.8278675,0.5641896,0.5641896,0.0,4.720349,181,171.4845754226194,38.948162416967016,0.4192345041450565,0.4192345041450565,0.0,3.5075676198331434,2.2954411327443123,1.395407717909091,0.6079039440409489,22.64641515389428,22.21316233364401,1.0,MATLAS-1037,1.0,267.258.5560,,
