known_id,ra,dec,tile,label
MATLAS-1597,207.81053,60.74103,205_301,0.916666666666667
1403523+604615,210.9675,60.77083,205_302,1
1422595+612637,215.74835,61.443523,206_303,0.958333333333333
1421275+613042,215.36469,61.511395,206_303,0.958333333333333
1421456+613138,215.44075,61.526836,206_303,1
1123430+525643,170.92911,52.945038,206_286,0.375
091702+415333,139.2607,41.892254,207_264,1
091743+420804,139.43129,42.1345,207_264,1
1323281+584606,200.86725,58.768665,207_298,1
1336103+592942,204.04495,59.494183,207_299,0.916666666666667
1640282+654329,250.11514,65.72469,207_311,0.875
134641+594922,206.67238,59.823097,207_300,1
MATLAS-1578,207.07637,59.83287,207_300,0.875
134624+595042,206.6034,59.845036,207_300,1
134915+600333,207.31335,60.059334,207_300,0.916666666666667
134811+600504,207.04848,60.085686,207_300,1
134847+600634,207.19759,60.109627,207_300,1
134807+601026,207.03064,60.174118,207_300,0.958333333333333
1347175+600235,206.8233,60.042908,207_300,0.875
134806+600359,207.02603,60.067093,207_300,0.458333333333333
0904042+395915,136.01828,39.98783,208_260,0.833333333333333
0902420+401135,135.67508,40.192627,208_260,0.833333333333333
1230140+563732,187.55809,56.62546,207_293,0.875
0858486+393218,134.70238,39.538445,208_259,0.958333333333333
1010278+465812,152.61589,46.96956,208_274,0.583333333333333
1128130+524303,172.05434,52.717175,209_285,0.916666666666667
MATLAS-1630,208.25558,60.176105,208_300,0.333333333333333
MATLAS-1623,208.18968,59.75517,208_300,0.791666666666667
135224+594826,208.10129,59.8074,208_300,0.916666666666667
1352293+595234,208.12222,59.87616,208_300,1
MATLAS-1592,207.54434,59.928696,208_300,0.666666666666667
1353420+600302,208.42682,60.050106,208_300,1
1352340+600258,208.1417,60.049454,208_300,1
135053+600830,207.72368,60.141712,208_300,1
135051+600911,207.71613,60.15301,208_300,1
MATLAS-1593,207.57942,60.23008,208_300,0.916666666666667
1537396+633402,234.41586,63.566772,209_307,0.916666666666667
134332+592606,205.88588,59.435097,209_299,1
1228580+555041,187.24179,55.84477,209_292,0.791666666666667
MATLAS-1652,208.68382,60.07539,209_300,0.875
MATLAS-1653,208.6838,60.096935,209_300,1
1119193+515014,169.83017,51.836845,209_284,0.791666666666667
091531+405758,138.88069,40.96607,210_262,1
0958010+451521,149.50378,45.255463,210_271,0.666666666666667
0957486+453920,149.45354,45.655716,210_271,1
1053510+495400,163.46239,49.899628,210_280,0.666666666666667
MATLAS-1684,209.73747,59.96422,210_300,1
MATLAS-1682,209.64508,60.198093,210_300,0.625
1121534+520840,170.4725,52.144566,210_284,0.916666666666667
1102528+503107,165.72098,50.518612,211_281,0.875
1326301+583938,201.62434,58.66034,211_297,0.958333333333333
1109187+505403,167.32791,50.900414,211_282,1
135229+594027,208.12138,59.673843,211_299,1
134951+594340,207.46274,59.726955,211_299,0.916666666666667
MATLAS-1588,207.45312,59.64941,211_299,0.916666666666667
0959263+445914,149.8601,44.987095,212_270,0.291666666666667
0950333+434714,147.63858,43.78709,212_268,1
1308433+572537,197.18048,57.426792,212_295,0.625
1128385+521403,172.16202,52.232655,212_284,0.5
1341446+584718,205.43602,58.788296,212_298,0.708333333333333
1058407+500204,164.66956,50.03485,212_280,0.916666666666667
1434270+605246,218.6126,60.87943,212_302,1
MATLAS-1640,208.47044,59.29199,212_299,0.916666666666667
MATLAS-1641,208.48811,59.36593,212_299,0.666666666666667
MATLAS-1679,209.15656,59.38859,212_299,1
135706+592522,209.27782,59.422775,212_299,1
135542+592800,208.92744,59.46643,212_299,1
135453+593222,208.72356,59.539707,212_299,1
135636+593353,209.15186,59.56464,212_299,1
1355167+594449,208.81949,59.74706,212_299,1
MATLAS-1650,208.66182,59.75553,212_299,0.958333333333333
MATLAS-1687,209.8715,59.568954,213_299,1
MATLAS-501,140.54535,40.34163,214_261,0.875
092144+402237,140.43587,40.37722,214_261,1
0923461+403832,140.942,40.642147,214_261,1
1015125+455736,153.80177,45.960125,214_272,0.75
1023019+462951,155.75827,46.497337,214_273,0.916666666666667
134002+584012,205.00987,58.67012,214_297,1
MATLAS-1611,208.059,59.185017,214_298,0.75
1428184+603855,217.07716,60.648636,214_301,0.791666666666667
MATLAS-518,141.09343,40.29708,215_261,1
MATLAS-520,141.09717,40.380924,215_261,1
1402090+591841,210.53784,59.311184,214_299,0.958333333333333
1355510+584840,208.96289,58.811054,215_298,0.958333333333333
MATLAS-1680,209.16953,59.150597,215_298,1
0944114+423639,146.04742,42.61067,215_265,1
092128+400256,140.3679,40.04931,215_260,1
092134+400517,140.3926,40.08821,215_260,1
092117+400644,140.3248,40.11236,215_260,1
MATLAS-500,140.52617,40.119125,215_260,1
092141+400925,140.42288,40.157124,215_260,0.916666666666667
1047312+483125,161.88011,48.52339,215_277,0.958333333333333
MATLAS-507,140.76004,39.820396,216_260,1
MATLAS-516,141.03317,39.925808,216_260,1
MATLAS-522,141.12498,40.002506,216_260,0.916666666666667
092422+400527,141.09552,40.091152,216_260,0.666666666666667
0923433+400601,140.93039,40.100086,216_260,0.916666666666667
MATLAS-509,140.83084,40.232643,216_260,1
1009351+444838,152.39624,44.810413,216_270,0.583333333333333
0915052+391340,138.77155,39.22739,216_258,0.916666666666667
MATLAS-1688,209.96794,59.139652,216_298,1
1127391+510305,171.91321,51.051254,216_282,0.416666666666667
1701379+644826,255.4071,64.80726,216_310,0.958333333333333
1551500+624433,237.95844,62.743294,216_306,0.625
1020181+453641,155.0753,45.61128,217_271,0.0833333333333333
0846311+334838,131.62975,33.810562,218_248,1
1227502+543021,186.9591,54.505695,217_289,0.708333333333333
0845350+333913,131.39583,33.653618,219_247,0.0416666666666666
112303+503833,170.76547,50.6429,217_281,1
1020423+451349,155.1763,45.230064,219_270,1
1035483+462554,158.9511,46.431606,219_273,0.458333333333333
1207287+525118,181.86998,52.85495,219_286,1
1243331+545419,190.88821,54.905006,219_290,0.916666666666667
1358444+582335,209.68507,58.392864,219_297,0.708333333333333
1212046+530707,183.01938,53.119114,220_286,0.916666666666667
0906202+362453,136.5845,36.4148,220_253,0.708333333333333
1435485+600511,218.9525,60.0867,219_300,0.75
1555002+622636,238.75117,62.44317,220_305,0.833333333333333
1626569+633249,246.7367,63.54739,220_307,0.541666666666667
dw0846p3300,131.55559,33.000023,221_246,0.166666666666667
1541327+615916,235.38683,61.987766,221_304,1
085247+334748,133.19789,33.79664,221_248,0.916666666666667
121304+530620,183.27028,53.105625,221_286,1
MATLAS-639,152.97011,43.408417,222_267,0.916666666666667
0853268+331819,133.36179,33.305145,222_247,1
1208466+523345,182.19235,52.562748,222_285,1
1358037+580627,209.51573,58.107365,222_296,1
1636323+633243,249.13483,63.545277,222_307,0.583333333333333
1752049+651731,268.02072,65.29203,222_311,0.833333333333333
dw0848p3226,132.16641,32.44463,223_245,0.541666666666667
0852477+324944,133.19893,32.828682,223_246,0.958333333333333
0850389+331004,132.66234,33.16778,223_246,0.833333333333333
0855104+333656,133.79324,33.615646,223_247,1
085522+333324,133.84593,33.556778,223_247,1
0854205+331458,133.58524,33.249477,223_247,0.958333333333333
111415+481934,168.56432,48.32614,223_277,1
111218+482252,168.07549,48.38128,223_277,0.416666666666667
111345+482405,168.43922,48.40154,223_277,1
0954316+410207,148.63103,41.035362,224_262,0.791666666666667
1246329+543317,191.63695,54.554516,223_289,1
1033036+445828,158.2649,44.97412,224_270,0.833333333333333
1034292+450735,158.62215,45.1262,224_270,0.833333333333333
MATLAS-640,152.98067,43.214127,224_266,1
MATLAS-643,153.17834,42.992588,224_266,0.958333333333333
1333258+563002,203.35353,56.49886,224_293,1
1820532+654539,275.22144,65.76084,224_312,0.708333333333333
0908363+344619,137.15166,34.771915,225_250,0.958333333333333
MATLAS-653,153.76576,43.009693,225_266,1
1744391+651102,266.1625,65.18371,225_310,0.666666666666667
0911425+351830,137.927,35.30831,225_251,1
0911500+353233,137.95824,35.54245,225_251,1
MATLAS-482,138.32153,35.54941,225_251,1
1035126+450202,158.80289,45.033752,225_270,0.958333333333333
1807100+654220,271.79144,65.705025,225_311,0.791666666666667
MATLAS-471,138.10765,34.863564,226_250,1
MATLAS-476,138.19826,35.159275,226_250,1
0912528+351112,138.21986,35.18695,226_250,0.666666666666667
MATLAS-473,138.1388,35.19203,226_250,0.75
MATLAS-466,137.7632,35.216248,226_250,1
111253+480334,168.22116,48.059605,225_276,1
1038133+445013,159.5552,44.83705,226_270,1
1248260+541416,192.10898,54.238262,226_288,0.75
140005+574119,210.02235,57.688667,226_295,1
0856259+315502,134.10832,31.917152,227_244,0.958333333333333
1436216+584612,219.09128,58.769936,226_298,0.708333333333333
MATLAS-487,138.60347,35.433506,226_251,0.958333333333333
1547391+614407,236.91295,61.7351,226_303,1
MATLAS-462,137.60735,34.498158,227_249,0.958333333333333
MATLAS-464,137.68694,34.566532,227_249,0.875
MATLAS-485,138.48505,34.834766,227_250,0.75
0913100+350252,138.29208,35.047714,227_250,1
MATLAS-484,138.44614,35.190838,227_250,1
MATLAS-489,138.6418,35.203663,227_250,0.875
0918098+353031,139.54086,35.508827,227_251,0.916666666666667
1025553+434232,156.48058,43.708862,227_267,0.875
1416592+575441,214.24648,57.911137,227_296,0.833333333333333
0930440+370206,142.68307,37.034676,228_254,0.75
1301091+542213,195.28741,54.370464,227_289,0.708333333333333
091418+343806,138.57845,34.634995,228_249,1
MATLAS-470,138.04277,34.7016,228_249,1
MATLAS-486,138.5959,34.72214,228_249,0.666666666666667
MATLAS-474,138.17107,34.74586,228_249,0.875
091429+343930,138.62157,34.65849,228_249,1
111502+472057,168.76198,47.34941,228_275,1
1030034+432215,157.51414,43.37075,229_267,1
1206598+510915,181.74937,51.154064,229_282,0.916666666666667
1251018+534345,192.75734,53.72944,229_287,0.916666666666667
0918163+342342,139.56795,34.39495,230_249,1
1702181+633047,255.57585,63.51317,228_307,0.0416666666666666
1349150+563533,207.31206,56.59267,229_293,0.75
0928443+360101,142.18439,36.016567,230_252,0.958333333333333
1202489+502505,180.70381,50.417854,230_281,0.958333333333333
0908140+322406,137.0584,32.401703,231_245,1
1037033+432950,159.2636,43.497158,231_267,1
1206496+503215,181.70692,50.537827,231_281,0.791666666666667
0918114+341000,139.54791,34.16667,231_248,0.875
091938+342128,139.91086,34.35789,231_249,1
MATLAS-505,140.69777,34.83527,231_250,1
MATLAS-506,140.73337,34.76569,231_250,1
MATLAS-510,140.85255,34.788048,231_250,1
1117521+470053,169.46738,47.014694,231_274,0.708333333333333
1110070+463010,167.52904,46.502274,231_273,0.958333333333333
1446012+583406,221.50468,58.5683,231_297,1
1305026+534438,196.26093,53.74396,231_288,0.875
143225+580028,218.10477,58.007874,231_296,1
1214419+505050,183.67491,50.847267,231_282,0.583333333333333
1408411+565536,212.17204,56.92697,231_294,1
0922395+341809,140.66496,34.30236,232_249,0.958333333333333
092405+343847,141.02188,34.646526,232_249,1
092402+343943,141.01006,34.662216,232_249,1
MATLAS-504,140.67024,34.696453,232_249,0.875
0922123+342728,140.55037,34.457638,232_249,0.875
MATLAS-502,140.57718,34.501602,232_249,0.458333333333333
1659255+625858,254.85448,62.98179,231_306,0.0416666666666666
0917348+332808,139.39539,33.468796,232_247,0.833333333333333
092539+345314,141.41568,34.887943,232_250,0.75
120934+502559,182.39307,50.432823,232_281,1
1412582+565531,213.24287,56.925186,232_294,1
1045398+435744,161.41545,43.962154,232_268,0.708333333333333
0919464+332924,139.94356,33.490078,233_247,1
0919472+333600,139.94695,33.599773,233_247,0.958333333333333
MATLAS-508,140.78943,34.179607,233_248,0.708333333333333
1205470+501300,181.44576,50.21658,233_280,0.958333333333333
1018222+410958,154.59247,41.166004,233_262,1
MATLAS-523,141.31296,34.27791,233_249,1
0925250+342358,141.35413,34.39881,233_249,1
MATLAS-521,141.10652,34.547256,233_249,1
MATLAS-525,141.377,34.57199,233_249,0.958333333333333
MATLAS-517,141.07114,34.690475,233_249,0.958333333333333
121122+501610,182.84467,50.26947,233_281,0.958333333333333
1211348+502613,182.8949,50.436844,233_281,1
1048189+435320,162.0787,43.88882,233_268,0.791666666666667
1616453+612429,244.18854,61.40814,233_303,0.0416666666666666
1650452+623638,252.69035,62.611023,233_305,0.0833333333333333
1650540+624002,252.72336,62.666866,233_305,0.125
MATLAS-513,141.0094,34.16541,234_248,0.916666666666667
0920543+333619,140.22618,33.60536,234_247,1
0920524+334402,140.2184,33.73399,234_247,0.958333333333333
121450+504225,183.71153,50.70703,234_281,0.916666666666667
140942+563231,212.42519,56.54219,234_293,1
1057258+442134,164.35811,44.359158,234_269,0.25
1534593+595700,233.74704,59.949932,234_300,1
1655302+622648,253.87508,62.4473,234_305,0.5
MATLAS-1868,216.07834,57.127342,235_294,0.625
1422080+570740,215.5329,57.12789,235_294,0.958333333333333
142320+571353,215.83755,57.23152,235_294,1
MATLAS-528,141.50879,34.03233,235_248,1
MATLAS-527,141.48442,34.09356,235_248,0.75
120435+493224,181.14708,49.5402,235_279,1
0935013+345546,143.75545,34.92928,236_250,1
091941+330158,139.9234,33.03272,235_246,0.5
092001+331025,140.00616,33.17376,235_246,1
1012156+400254,153.06534,40.048462,235_260,0.875
0954564+374324,148.73483,37.723373,236_255,0.916666666666667
111838+454721,169.66235,45.789406,236_272,1
154106+595211,235.27754,59.869785,235_300,1
1158259+485737,179.60799,48.960373,236_278,1
1003457+382427,150.94023,38.40733,236_257,0.791666666666667
0921235+324001,140.34825,32.66717,237_245,1
0921207+322157,140.33665,32.36569,237_245,0.708333333333333
1403409+555741,210.92044,55.9614,236_292,1
1657461+623117,254.4425,62.52153,235_305,0.416666666666667
120534+491701,181.39186,49.283974,236_279,1
120605+492536,181.52455,49.42658,236_279,1
1206052+492849,181.52188,49.48036,236_279,0.791666666666667
1205453+493855,181.43887,49.64847,236_279,0.875
MATLAS-1884,216.94806,56.794003,236_294,1
MATLAS-1874,216.31792,56.93897,236_294,1
MATLAS-1872,216.25531,56.98096,236_294,0.958333333333333
1425597+565949,216.4988,56.99674,236_294,1
MATLAS-1877,216.4475,57.154884,236_294,1
MATLAS-1876,216.44464,57.240025,236_294,0.791666666666667
0934236+344334,143.5982,34.726105,237_249,0.625
1646433+621355,251.68048,62.231773,236_304,0.666666666666667
1109390+450126,167.41193,45.024082,237_270,0.0416666666666666
1257038+523921,194.26703,52.65628,237_285,1
1010567+385532,152.73637,38.92549,237_258,1
1406378+555018,211.65761,55.838387,237_292,1
1417364+562530,214.40195,56.42501,237_293,1
0934121+340014,143.55058,34.00398,238_248,0.208333333333333
1431187+564637,217.82797,56.776775,237_294,0.666666666666667
1431150+565900,217.8124,56.98344,237_294,0.916666666666667
MATLAS-1886,217.31133,56.995274,237_294,0.541666666666667
MATLAS-1887,217.3438,57.234898,237_294,0.458333333333333
1035025+413612,158.76117,41.602623,238_263,0.791666666666667
1723225+624713,260.84384,62.786892,237_306,0.666666666666667
0940074+350205,145.03076,35.035496,238_250,0.5
1004526+380007,151.21976,38.00153,238_256,1
153403+592728,233.51515,59.457962,237_299,1
1243309+511832,190.87805,51.30808,238_283,0.875
153810+591751,234.54544,59.298058,238_299,1
153757+592343,234.48871,59.3954,238_299,1
153828+592707,234.61676,59.452095,238_299,1
1340035+541838,205.01456,54.310192,238_289,1
1235440+504906,188.93327,50.81853,238_282,0.916666666666667
1319058+533421,199.7742,53.572407,238_287,0.5
1410597+555328,212.74889,55.89127,238_292,0.625
1412116+560833,213.0485,56.14244,238_292,1
MATLAS-1689,210.14337,55.2549,238_291,1
MATLAS-1690,210.24234,55.567963,238_291,1
MATLAS-1686,209.80478,55.59386,238_291,0.958333333333333
MATLAS-1683,209.72093,55.281364,238_291,0.625
MATLAS-1700,210.9407,55.392876,239_291,0.125
MATLAS-1701,210.96912,55.59112,239_291,1
[MVA2014] DF 5,211.11177,55.62022,239_291,0.708333333333333
1402200+553918,210.58376,55.655003,239_291,1
MATLAS-1698,210.90762,55.664482,239_291,0.916666666666667
MATLAS-1699,210.9402,55.665073,239_291,1
140304+554229,210.76651,55.708008,239_291,1
MATLAS-1703,211.05402,55.726143,239_291,0.916666666666667
1003268+372955,150.86235,37.498684,239_255,0.666666666666667
1207441+485121,181.93483,48.855846,239_278,0.791666666666667
1542386+593036,235.66138,59.51007,239_299,0.791666666666667
MATLAS-1882,216.92296,56.40247,239_293,0.583333333333333
MATLAS-1881,216.6799,56.431377,239_293,1
142742+563545,216.9266,56.596,239_293,1
1642083+612820,250.53476,61.472015,239_303,0.958333333333333
1009343+382817,152.39308,38.47126,239_257,0.875
1106580+435100,166.7413,43.850193,240_268,1
1220144+492251,185.06001,49.38084,240_279,1
1039419+413638,159.92448,41.610302,240_263,1
1355264+550123,208.85751,55.02504,240_290,1
1155591+481200,178.9965,48.19996,240_276,0.958333333333333
1316535+530132,199.22314,53.0255,240_286,0.833333333333333
1214438+490134,183.68282,49.02622,241_278,0.916666666666667
140101+545555,210.25821,54.931988,241_290,1
MATLAS-1691,210.41855,55.01566,241_290,0.75
MATLAS-1885,217.05495,56.437202,240_293,0.916666666666667
1429337+563125,217.39026,56.523563,240_293,1
140617+551624,211.57422,55.273632,240_291,1
1408458+551713,212.19081,55.286774,240_291,1
MATLAS-1723,211.70049,55.40228,240_291,0.875
MATLAS-1762,212.26239,55.425476,240_291,1
140833+552649,212.14072,55.447014,240_291,1
MATLAS-1760,212.25769,55.468586,240_291,0.958333333333333
MATLAS-1749,212.09074,55.479626,240_291,0.958333333333333
MATLAS-1736,211.8882,55.556564,240_291,1
dw1350p5441,207.73068,54.686382,241_289,0.541666666666667
MATLAS-1865,215.8693,56.232246,241_292,1
MATLAS-1765,212.34138,55.30411,241_291,1
141012+552223,212.55128,55.373085,241_291,1
0957235+360304,149.34763,36.051052,242_252,0.833333333333333
0931476+314929,142.94803,31.825108,242_244,0.958333333333333
093127+320339,142.86415,32.061172,242_244,1
153438+591021,233.6607,59.172592,241_298,1
0945418+335146,146.424,33.862072,243_248,0.916666666666667
1015042+381414,153.76762,38.237083,242_256,1
MATLAS-1696,210.7637,54.786526,242_290,0.958333333333333
MATLAS-1693,210.70201,54.82185,242_290,1
MATLAS-1708,211.32657,54.8976,242_290,0.666666666666667
1404248+550613,211.10382,55.10337,242_290,1
MATLAS-1695,210.76385,55.207718,242_290,1
MATLAS-1702,210.98172,55.02935,242_290,0.666666666666667
1540288+585752,235.12044,58.96346,242_298,1
153808+590000,234.53383,58.999916,242_298,1
141354+551603,213.47557,55.267593,242_291,1
1114157+440150,168.56555,44.03064,243_268,0.791666666666667
171643+615101,259.18042,61.85051,243_304,1
1716006+615327,259.00543,61.88955,243_304,0.166666666666667
1327250+525107,201.85426,52.851814,243_286,0.375
1223128+484856,185.80342,48.815445,244_278,0.916666666666667
1220524+485156,185.21819,48.86561,243_278,0.833333333333333
1416213+552926,214.08902,55.490234,243_291,1
1232082+493846,188.03435,49.64598,244_279,0.958333333333333
0935593+315443,143.99748,31.911575,244_244,0.875
1322063+524427,200.52509,52.741108,244_285,0.75
MATLAS-1774,212.5834,54.763683,244_290,1
MATLAS-1771,212.52794,54.802383,244_290,1
140902+545145,212.25871,54.86266,244_290,1
140916+550204,212.31972,55.034695,244_290,1
1043164+404224,160.8182,40.70648,245_261,0.958333333333333
1533312+583113,233.38019,58.520065,244_297,0.5
171732+615120,259.387,61.85564,244_304,0.833333333333333
1307075+513302,196.78159,51.550896,245_283,0.791666666666667
UGC8837,208.68892,53.902264,245_288,0.833333333333333
1354074+534712,208.52989,53.78724,245_288,0.708333333333333
135714+540603,209.31111,54.101017,246_288,1
1413016+551117,213.25703,55.187756,245_290,1
1117156+432401,169.31575,43.399925,246_267,0.833333333333333
1407464+541525,211.94415,54.25686,246_289,1
1408374+541932,212.15572,54.32526,246_289,0.916666666666667
MATLAS-1710,211.3896,54.461742,246_289,1
MATLAS-1753,212.15788,54.537445,246_289,0.791666666666667
1407417+543519,211.92377,54.588634,246_289,1
140727+543725,211.86598,54.623634,246_289,1
140614+544115,211.55879,54.687473,246_289,1
MATLAS-1746,211.9779,54.703545,246_289,1
[MVA2014] DF 4,211.8901,54.71021,246_289,0.833333333333333
140521+541611,211.34155,54.26978,245_289,1
MATLAS-1694,210.70242,54.737087,245_289,1
1310098+511959,197.54085,51.332752,246_283,0.875
1515507+574335,228.96152,57.7262,246_295,0.958333333333333
1155176+461858,178.82619,46.316193,246_273,0.958333333333333
094319+314926,145.82953,31.824198,247_244,1
094313+315733,145.80621,31.959358,247_244,1
094332+315803,145.88565,31.967602,247_244,1
094331+315836,145.8801,31.976648,247_244,0.875
0945124+322054,146.30191,32.34833,247_245,1
1401346+541027,210.39444,54.173985,247_288,1
0956156+340409,149.06427,34.069263,247_248,0.75
1046027+395938,161.51158,39.9938,247_260,0.875
1045318+400837,161.38275,40.143604,247_260,0.791666666666667
1750142+623946,267.5591,62.662666,247_305,0.625
094144+313743,145.43344,31.628742,248_243,1
MATLAS-1770,212.51865,54.4421,247_289,1
MATLAS-1773,212.55408,54.446335,247_289,1
MATLAS-1776,212.61574,54.578854,247_289,1
MATLAS-1763,212.28679,54.64448,247_289,1
0952209+330045,148.08699,33.01218,248_246,1
094414+314513,146.0591,31.753866,248_244,1
0944347+315400,146.14458,31.899662,248_244,0.875
0944576+315919,146.23991,31.988575,248_244,0.916666666666667
094359+320705,145.99728,32.118332,248_244,1
121405+472608,183.52051,47.435665,248_275,1
1205537+465345,181.4736,46.895977,248_274,0.958333333333333
1235400+485336,188.9171,48.893383,248_278,0.875
1445411+561049,221.42142,56.180077,248_292,0.75
1403450+535638,210.9365,53.94338,248_288,1
1521591+571832,230.4966,57.30843,248_295,1
1718340+613612,259.64163,61.60336,248_303,0.708333333333333
1719077+613633,259.78275,61.60908,248_303,0.916666666666667
1039531+390746,159.97118,39.129276,249_258,0.875
1736114+621234,264.04697,62.209293,248_304,0.916666666666667
1752083+622911,268.03503,62.486675,248_305,0.916666666666667
1121141+425239,170.30884,42.877327,249_266,1
1116015+421535,169.00671,42.25969,249_265,0.791666666666667
1155535+454742,178.9731,45.794643,249_272,1
1239528+491401,189.96999,49.23369,249_278,1
121026+464448,182.61162,46.746853,249_274,1
1648521+604129,252.2157,60.69063,248_301,0.0416666666666666
1646207+604127,251.58662,60.689873,248_301,0.333333333333333
122254+475542,185.7288,47.92839,249_276,1
NGC4248,184.4597,47.409172,249_275,0.833333333333333
1215513+473253,183.96399,47.547207,249_275,0.958333333333333
1312304+511037,198.12737,51.177425,249_282,0.833333333333333
140642+541408,211.67601,54.235714,249_288,1
1513528+565433,228.46982,56.90897,249_294,1
1708544+605517,257.2261,60.921074,249_302,0.958333333333333
1452145+555134,223.06082,55.859043,249_292,0.833333333333333
1141113+442641,175.29698,44.444565,250_269,0.708333333333333
1539149+575939,234.81195,57.994007,249_296,0.875
1540195+581105,235.0819,58.184967,249_296,1
1539051+580040,234.77106,58.0107,249_296,0.875
150727+561604,226.86621,56.267895,250_293,1
MATLAS-2061,226.58406,56.29912,250_293,0.958333333333333
1506122+562856,226.55011,56.48173,250_293,0.958333333333333
1217094+470350,184.28879,47.063137,251_274,1
122346+473932,185.94276,47.659103,251_275,1
1327013+514109,201.75595,51.685844,251_283,1
121933+472705,184.8886,47.451668,250_275,1
dw1220p4729,185.1259,47.49053,250_275,0.375
1219061+474349,184.77492,47.730362,250_275,1
1508052+561533,227.02191,56.259254,251_293,1
1414363+541439,213.6453,54.241497,251_288,0.125
1435194+550428,218.83073,55.07439,251_290,0.791666666666667
dw1403p5337,210.77214,53.61407,251_287,0.791666666666667
NGC5474,211.25569,53.662277,251_287,0.291666666666667
1044384+382225,161.16005,38.37309,252_257,1
1037157+372036,159.31728,37.343754,253_255,1
121104+463639,182.76791,46.61109,252_273,1
1631161+593710,247.81715,59.619816,252_299,1
LVJ1218+4655,184.54623,46.917274,252_274,1
121909+470523,184.78737,47.090008,252_274,1
1219359+470536,184.89969,47.093094,252_274,1
140824+532928,212.10417,53.491264,252_287,1
1408087+533546,212.03639,53.595425,252_287,1
1406499+534430,211.7082,53.741558,252_287,1
0950467+304749,147.69489,30.796942,253_242,0.458333333333333
0950061+305856,147.52567,30.982187,253_242,0.916666666666667
0951118+310024,147.79924,31.006693,253_242,0.666666666666667
1156030+444755,179.01292,44.79799,253_270,0.916666666666667
1155394+451100,178.91422,45.183205,253_270,0.958333333333333
122054+464948,185.22806,46.829937,253_274,1
122040+470002,185.16754,47.000874,253_274,1
1516241+562636,229.10072,56.443054,253_293,1
151510+562700,228.79424,56.450375,253_293,0.0416666666666666
151543+561921,228.93304,56.32264,253_293,1
1101503+400545,165.46048,40.095905,253_260,0.708333333333333
150516+554940,226.31685,55.827827,253_292,1
1505306+555200,226.38002,55.866894,253_292,1
MATLAS-2018,226.33334,56.11707,253_292,0.875
MATLAS-1980,225.94962,56.256153,253_292,0.916666666666667
MATLAS-2053,226.52496,55.957767,253_292,0.666666666666667
1554477+580723,238.69943,58.123123,253_296,0.5
121602+464357,184.00977,46.732525,253_273,0.958333333333333
1541175+572334,235.32346,57.392757,253_295,0.875
1722085+610457,260.53522,61.082695,253_302,0.791666666666667
122411+470721,186.04791,47.12277,254_274,1
143449+543203,218.70723,54.534256,254_289,1
143409+543404,218.53984,54.56801,254_289,0.875
1434414+543405,218.67271,54.567345,254_289,0.916666666666667
1140539+431711,175.22424,43.28649,254_267,1
1639169+592409,249.82231,59.401527,254_299,0.708333333333333
MATLAS-2083,226.79851,56.005047,254_292,0.333333333333333
1717263+604514,259.3596,60.75367,255_301,1
MATLAS-594,147.76318,29.779291,256_240,0.5
1120108+413136,170.0452,41.52652,255_263,0.833333333333333
0958469+313600,149.69542,31.59911,255_243,0.958333333333333
1426558+534822,216.73238,53.806065,255_288,0.625
1041557+372600,160.4824,37.432808,255_255,0.916666666666667
1200107+445103,180.04472,44.850563,255_270,0.625
1200183+445535,180.07571,44.926117,255_270,1
0947590+295401,146.99599,29.900478,255_240,0.791666666666667
1534016+564653,233.50708,56.781013,254_294,0.458333333333333
1532441+570638,233.18369,57.110165,254_294,0.958333333333333
1206451+452940,181.68756,45.4945,255_271,0.833333333333333
1750471+613642,267.6956,61.611183,255_303,0.916666666666667
1720424+603003,260.17676,60.50085,256_301,1
dw1223p4644,185.95421,46.74966,256_273,1
MATLAS-1974,225.7832,55.483074,256_291,0.791666666666667
1504500+553842,226.20802,55.64518,256_291,1
1735240+610338,263.85,61.060688,256_302,0.458333333333333
1704226+595824,256.09488,59.97316,256_300,0.958333333333333
121840+455435,184.66725,45.909943,257_272,1
1218555+455658,184.73022,45.948666,257_272,0.583333333333333
1435414+535957,218.92262,53.999237,257_288,1
1355120+515432,208.80023,51.908867,257_284,1
1256000+483034,194.00009,48.509476,257_277,0.541666666666667
145632+550147,224.13435,55.029823,257_290,1
115512+441308,178.80383,44.218952,257_268,1
1153250+441323,178.35426,44.22315,257_268,1
MATLAS-2092,227.0192,55.331913,257_291,1
1507166+552828,226.81892,55.474537,257_291,1
150633+552845,226.64148,55.479202,257_291,0.958333333333333
MATLAS-2043,226.46848,55.533012,257_291,0.416666666666667
MATLAS-2073,226.72652,55.537964,257_291,0.875
1202510+442418,180.71263,44.405964,258_269,1
1204493+442633,181.20499,44.443012,258_269,0.958333333333333
1531434+562721,232.93094,56.455677,257_293,0.916666666666667
1532396+563056,233.1656,56.515343,257_293,1
1531224+563233,232.84204,56.54168,257_293,0.75
1053420+373123,163.42523,37.52359,259_255,0.708333333333333
1535013+563607,233.7555,56.601685,258_293,0.875
115906+435602,179.77766,43.934578,259_268,1
MATLAS-960,170.30397,40.356735,259_261,0.958333333333333
1802003+614356,270.50403,61.731438,258_303,0.958333333333333
1225486+460821,186.45259,46.13912,259_272,0.958333333333333
1513343+552048,228.39317,55.346848,259_291,1
1514310+552730,228.62906,55.458035,259_291,1
151452+553716,228.71677,55.6213,259_291,1
